Filename,Species,Sample ID,Number of flowers,Total Area (pixels),Total Area (mm^2)
IMAG0139.JPG,,,,210173.0,94.1633421388889
IMAG0140.JPG,,,,164195.5,73.5641449861111
IMAG0141.JPG,,,,151393.5,67.828493375
IMAG0142.JPG,,,,105374.5,47.21070306944444
IMAG0143.JPG,,,,164371.5,73.64299787499999
IMAG0144.JPG,,,,728799.5,326.52242043055554
IMAG0146.JPG,,,,190583.0,85.38647797222222
IMAG0147.JPG,,,,142168.0,63.69521311111111
IMAG0148.JPG,,,,141573.5,63.42886059722222
IMAG0149.JPG,,,,141914.5,63.581638069444445
IMAG0150.JPG,,,,214808.5,96.24017490277778
IMAG0151.JPG,,,,299032.0,133.97464244444444
IMAG0152.JPG,,,,480722.5,215.37703340277778
IMAG0153.JPG,,,,5120745.0,2294.2360029166666
IMAG0154.JPG,,,,549486.5,246.1852155138889
IMAG0155.JPG,,,,633480.5,283.8168606805555
IMAG0156.JPG,,,,502107.5,224.95810743055554
IMAG0157.JPG,,,,429040.0,192.22183777777778
IMAG0158.JPG,,,,402734.0,180.43601905555556
IMAG0159.JPG,,,,565859.0,253.52055030555556
IMAG0160.JPG,,,,519433.5,232.72063670833333
IMAG0161.JPG,,,,518609.5,232.35146181944444
IMAG0162.JPG,,,,535343.0,239.84853463888888
IMAG0163.JPG,,,,153173.5,68.62598281944445
IMAG0164.JPG,,,,301542.5,135.09941618055555
IMAG0165.JPG,,,,104976.5,47.03238801388889
IMAG0166.JPG,,,,434069.5,194.4751934861111
IMAG0167.JPG,,,,125825.0,56.373095138888885
IMAG0168.JPG,,,,416322.0,186.5238205
IMAG0169.JPG,,,,126173.0,56.529008805555556
IMAG0170.JPG,,,,538371.0,241.20516275
IMAG0171.JPG,,,,155870.5,69.83431373611111
IMAG0172.JPG,,,,635302.0,284.63294327777777
IMAG0173.JPG,,,,171608.5,76.88537490277777
IMAG0174.JPG,,,,197785.0,88.61317402777777
IMAG0175.JPG,,,,178541.5,79.9915514861111
IMAG0176.JPG,,,,171971.0,77.04778497222222
IMAG0177.JPG,,,,163030.5,73.042192625
IMAG0178.JPG,,,,160436.5,71.88000856944444
IMAG0179.JPG,,,,300858.5,134.79296518055554
IMAG0180.JPG,,,,160866.5,72.07266051388889
IMAG0181.JPG,,,,258098.5,115.63529740277778
IMAG0182.JPG,,,,210554.5,94.33426473611111
IMAG0183.JPG,,,,201009.0,90.05761558333333
IMAG0184.JPG,,,,880813.0,394.6286910277778
IMAG0185.JPG,,,,239112.0,107.128818
IMAG0187.JPG,,,,708364.5,317.3669727916667
IMAG0188.JPG,,,,195662.5,87.66223506944445
IMAG0189.JPG,,,,6525289.0,2923.5107300277778
IMAG0191.JPG,,,,2348385.5,1052.1419369305556
IMAG0192.JPG,,,,821416.0,368.0171851111111
IMAG0193.JPG,,,,128114.0,57.39863072222222
IMAG0194.JPG,,,,769794.5,344.88931918055556
IMAG0195.JPG,,,,118881.5,53.262214263888886
IMAG0196.JPG,,,,107055.5,47.96383776388889
IMAG0197.JPG,,,,137958.0,61.809016166666666
IMAG0198.JPG,,,,125349.5,56.16005793055555
IMAG0200.JPG,,,,113335.0,50.77722819444444
IMAG0201.JPG,,,,116086.0,52.00975261111111
IMAG0202.JPG,,,,76640.5,34.33707290277778
IMAG0203.JPG,,,,121175.0,54.28976597222222
IMAG0204.JPG,,,,131950.0,59.117265277777776
IMAG0205.JPG,,,,111539.0,49.97257030555556
IMAG0206.JPG,,,,112197.5,50.26759659722222
IMAG0207.JPG,,,,678809.0,304.12528780555556
IMAG0208.JPG,,,,98253.5,44.020297263888885
IMAG0209.JPG,,,,932022.0,417.57174549999996
IMAG0210.JPG,,,,209459.5,93.84367431944445
IMAG0211.JPG,,,,163406.5,73.21065106944444
IMAG0212.JPG,,,,116490.0,52.190755833333334
IMAG0213.JPG,,,,86814.5,38.89530751388889
IMAG0221.JPG,,,,453687.5,203.26460243055556
IMAG0222.JPG,,,,330648.0,148.13948866666667
IMAG0223.JPG,,,,475208.0,212.90638422222221
IMAG0224.JPG,,,,338929.5,151.84983070833334
IMAG0225.JPG,,,,370909.0,166.17753502777776
IMAG0226.JPG,,,,351778.0,157.6063156111111
IMAG0227.JPG,,,,289296.5,129.61286801388889
IMAG0228.JPG,,,,425451.0,190.61386608333333
IMAG0229.JPG,,,,339185.0,151.96430180555555
IMAG0230.JPG,,,,452222.0,202.60801772222223
IMAG0231.JPG,,,,5547537.5,2485.450898263889
IMAG0232.JPG,,,,1061939.0,475.77817030555553
IMAG0233.JPG,,,,2532924.5,1134.820535013889
IMAG0234.JPG,,,,3576399.0,1602.3260964166666
IMAG0235.JPG,,,,670155.0,300.24805541666666
IMAG0236.JPG,,,,298216.5,133.60927579166668
IMAG0237.JPG,,,,384170.5,172.11905540277778
IMAG0238.JPG,,,,618293.0,277.0124388055556
IMAG0239.JPG,,,,139570.5,62.531460958333334
IMAG0240.JPG,,,,99832.5,44.727733125
IMAG0241.JPG,,,,90065.0,40.35162180555555
IMAG0242.JPG,,,,79090.5,35.434740958333336
IMAG0243.JPG,,,,103902.5,46.55120618055555
IMAG0244.JPG,,,,86189.5,38.615290152777774
IMAG0245.JPG,,,,320675.5,143.6715316527778
IMAG0246.JPG,,,,850512.0,381.0530013333333
IMAG0247.JPG,,,,309947.0,138.8648656388889
IMAG0248.JPG,,,,88730.0,39.753504722222225
IMAG0249.JPG,,,,92485.0,41.43584902777778
IMAG0250.JPG,,,,99324.5,44.50013501388889
IMAG0251.JPG,,,,76075.0,34.08371319444444
IMAG0252.JPG,,,,89657.5,40.16905048611111
IMAG0253.JPG,,,,535541.0,239.93724413888887
IMAG0254.JPG,,,,107882.5,48.33435673611111
IMAG0255.JPG,,,,981000.0,439.51525
IMAG0256.JPG,,,,128753.0,57.684920472222224
IMAG0257.JPG,,,,159300.5,71.37104901388889
IMAG0258.JPG,,,,131376.5,58.86032134722222
IMAG0259.JPG,,,,112479.5,50.39394043055555
IMAG0260.JPG,,,,147093.5,65.90197393055556
IMAG0261.JPG,,,,166407.5,74.55518243055555
IMAG0262.JPG,,,,127384.5,57.07179445833333
IMAG0263.JPG,,,,111306.5,49.86840384722222
IMAG0265.JPG,,,,143451.0,64.27003275
IMAG0267.JPG,,,,141967.5,63.60538354166667
IMAG0268.JPG,,,,313513.5,140.46275670833333
IMAG0269.JPG,,,,409767.5,183.58722243055556
IMAG0271.JPG,,,,340333.0,152.47863769444444
IMAG0272.JPG,,,,378069.0,169.38541391666666
IMAG0273.JPG,,,,321867.0,144.20535675
IMAG0274.JPG,,,,317659.5,142.320279875
IMAG0275.JPG,,,,4585014.0,2054.2136335
IMAG0276.JPG,,,,341919.5,153.1894337638889
IMAG0277.JPG,,,,283272.5,126.91394868055555
IMAG0278.JPG,,,,286125.0,128.19194791666666
IMAG0279.JPG,,,,6230298.0,2791.346567833333
IMAG0280.JPG,,,,116738.5,52.30209073611111
IMAG0282.JPG,,,,137662.5,61.67662395833333
IMAG0283.JPG,,,,157061.5,70.36791481944444
IMAG0284.JPG,,,,104117.5,46.64753215277778
IMAG0285.JPG,,,,114831.0,51.44747775
IMAG0286.JPG,,,,115594.5,51.78954695833333
IMAG0287.JPG,,,,138154.5,61.897053625
IMAG0288.JPG,,,,76027.0,34.06220786111111
IMAG0289.JPG,,,,142115.5,63.671691652777774
IMAG0290.JPG,,,,129296.5,57.92842356944444
IMAG0291.JPG,,,,795837.5,356.55730659722224
IMAG0292.JPG,,,,726137.5,325.3297704861111
IMAG0293.JPG,,,,487096.5,218.23276245833333
IMAG0294.JPG,,,,546726.0,244.94843483333332
IMAG0295.JPG,,,,738562.5,330.896515625
IMAG0296.JPG,,,,602789.0,270.0662161388889
IMAG0298.JPG,,,,418773.0,187.62193658333334
IMAG0299.JPG,,,,767776.5,343.985199125
IMAG0300.JPG,,,,578846.0,259.3390870555555
IMAG0301.JPG,,,,504981.0,226.24551524999998
IMAG0302.JPG,,,,269720.5,120.8422762361111
IMAG0304.JPG,,,,291418.5,130.56358295833334
IMAG0305.JPG,,,,253927.5,113.76657354166666
IMAG0306.JPG,,,,169822.5,76.08519729166666
IMAG0307.JPG,,,,201663.5,90.35084976388889
IMAG0308.JPG,,,,1088957.0,487.88298480555557
IMAG0309.JPG,,,,167946.0,75.24447316666667
IMAG0310.JPG,,,,177307.0,79.43846119444444
IMAG0312.JPG,,,,186068.5,83.36385656944444
IMAG0313.JPG,,,,182040.0,81.55897666666667
IMAG0314.JPG,,,,88782.5,39.77702618055555
IMAG0316.JPG,,,,362522.0,162.41992605555555
IMAG0317.JPG,,,,199598.0,89.42544838888888
IMAG0318.JPG,,,,299160.0,134.03199
IMAG0319.JPG,,,,322645.5,144.554146375
IMAG0322.JPG,,,,355864.0,159.4369571111111
IMAG0323.JPG,,,,317719.5,142.34716154166665
IMAG0324.JPG,,,,254969.0,114.23319447222222
IMAG0325.JPG,,,,270609.0,121.24034891666666
IMAG0326.JPG,,,,290112.5,129.97845868055555
IMAG0328.JPG,,,,227030.5,101.71597040277777
IMAG0329.JPG,,,,57023.5,25.54811198611111
IMAG0330.JPG,,,,53776.5,24.093365791666667
IMAG0331.JPG,,,,57313.5,25.678040041666666
IMAG0332.JPG,,,,37227.0,16.678730083333335
IMAG0333.JPG,,,,53300.0,23.879880555555555
IMAG0334.JPG,,,,7644.0,3.4247243333333333
IMAG0335.JPG,,,,6404677.5,2869.4734277083335
IMAG0336.JPG,,,,44135.0,19.77370597222222
IMAG0337.JPG,,,,45013.5,20.167298374999998
IMAG0338.JPG,,,,46432.5,20.803049791666666
IMAG0339.JPG,,,,352963.5,158.13745254166668
IMAG0340.JPG,,,,366207.0,164.07090841666667
IMAG0341.JPG,,,,404589.0,181.26711058333333
IMAG0342.JPG,,,,347380.5,155.63611345833334
IMAG0343.JPG,,,,349291.5,156.49229454166667
IMAG0344.JPG,,,,353291.0,158.2841816388889
IMAG0345.JPG,,,,403100.5,180.6002212361111
IMAG0346.JPG,,,,379411.5,169.98689120833333
IMAG0348.JPG,,,,362747.0,162.52073230555555
IMAG0349.JPG,,,,369291.0,165.45262608333334
IMAG0350.JPG,,,,198600.0,88.97831666666667
IMAG0352.JPG,,,,174981.0,78.39634858333334
IMAG0353.JPG,,,,175655.5,78.69854331944444
IMAG0355.JPG,,,,191712.0,85.89230133333334
IMAG0356.JPG,,,,141134.0,63.231952388888885
IMAG0357.JPG,,,,127052.0,56.92282522222222
IMAG0358.JPG,,,,143797.5,64.425274375
IMAG0359.JPG,,,,1653502.5,740.815050625
IMAG0360.JPG,,,,181346.0,81.24804538888888
IMAG0361.JPG,,,,170612.0,76.43891522222222
IMAG0363.JPG,,,,175436.5,78.6004252361111
IMAG0364.JPG,,,,151500.5,67.87643234722222
IMAG0365.JPG,,,,888503.0,398.0740246388889
IMAG0366.JPG,,,,4243885.0,1901.3783656944445
IMAG0367.JPG,,,,855185.0,383.1466351388889
IMAG0369.JPG,,,,1096272.0,491.160308
IMAG0371.JPG,,,,881567.5,394.9667279861111
IMAG0372.JPG,,,,475826.0,213.18326538888888
IMAG0373.JPG,,,,893101.5,400.134280375
IMAG0374.JPG,,,,701766.5,314.4108855138889
IMAG0375.JPG,,,,590534.0,264.5756357222222
IMAG0376.JPG,,,,810857.0,363.2864598055555
IMAG0377.JPG,,,,336112.0,150.58751244444443
IMAG0378.JPG,,,,4763208.0,2134.049495333333
IMAG0379.JPG,,,,678366.0,303.9268115
IMAG0380.JPG,,,,275470.5,123.41843595833333
IMAG0381.JPG,,,,302758.5,135.64421795833334
IMAG0382.JPG,,,,181034.0,81.10826072222223
IMAG0383.JPG,,,,822560.0,368.5297288888889
IMAG0384.JPG,,,,201281.5,90.17970315277778
IMAG0385.JPG,,,,174581.0,78.21713747222222
IMAG0386.JPG,,,,148533.0,66.54690991666666
IMAG0387.JPG,,,,182999.0,81.98863530555555
IMAG0390.JPG,,,,158312.0,70.92817355555556
IMAG0391.JPG,,,,212490.5,95.20164651388889
IMAG0392.JPG,,,,242585.5,108.68504248611112
IMAG0393.JPG,,,,276071.5,123.68770065277778
IMAG0395.JPG,,,,244080.5,109.3548440138889
IMAG0396.JPG,,,,283037.0,126.80843813888889
IMAG0397.JPG,,,,249833.5,111.93234781944444
IMAG0398.JPG,,,,238692.5,106.94087034722222
IMAG0399.JPG,,,,252693.5,113.21370726388889
IMAG0400.JPG,,,,199840.0,89.53387111111111
IMAG0401.JPG,,,,213978.5,95.86831184722222
IMAG0402.JPG,,,,4074275.0,1825.3883743055555
IMAG0403.JPG,,,,2492.5,1.116709236111111
IMAG0404.JPG,,,,2500.0,1.1200694444444443
IMAG0405.JPG,,,,30113.5,13.491684486111112
IMAG0406.JPG,,,,6614.0,2.963255722222222
IMAG0407.JPG,,,,0,0.0
IMAG0408.JPG,,,,89457.0,40.079220916666664
IMAG0410.JPG,,,,96309.0,43.14910725
IMAG0411.JPG,,,,100101.5,44.84825259722222
IMAG0412.JPG,,,,133631.5,59.87062398611111
IMAG0413.JPG,,,,98703.5,44.22190976388889
IMAG0414.JPG,,,,87606.5,39.25014551388889
IMAG0415.JPG,,,,119478.5,53.52968684722222
IMAG0416.JPG,,,,96410.5,43.194582069444444
IMAG0417.JPG,,,,95286.0,42.690774833333336
IMAG0418.JPG,,,,59636.5,26.718808569444445
IMAG0419.JPG,,,,63665.5,28.52391248611111
IMAG0420.JPG,,,,86799.0,38.88836308333333
IMAG0421.JPG,,,,84345.0,37.788902916666665
IMAG0422.JPG,,,,63278.0,28.350301722222223
IMAG0423.JPG,,,,48831.5,21.877868430555555
IMAG0424.JPG,,,,49776.5,22.301254680555555
IMAG0425.JPG,,,,64478.0,28.887935055555555
IMAG0426.JPG,,,,54862.0,24.579699944444442
IMAG0427.JPG,,,,41148.5,18.43567101388889
IMAG0428.JPG,,,,0,0.0
IMAG0429.JPG,,,,2505.0,1.1223095833333334
IMAG0430.JPG,,,,0,0.0
IMAG0432.JPG,,,,3484.5,1.5611527916666665
IMAG0433.JPG,,,,5701.0,2.554206361111111
IMAG0551.JPG,,,,210776.5,94.43372690277778
IMAG0552.JPG,,,,191278.5,85.69808129166667
IMAG0553.JPG,,,,263772.0,118.177183
IMAG0554.JPG,,,,237247.5,106.29347020833333
IMAG0555.JPG,,,,234135.5,104.89920776388888
IMAG0556.JPG,,,,219315.5,98.25943609722222
IMAG0557.JPG,,,,214977.0,96.31566758333334
IMAG0558.JPG,,,,254166.5,113.87365218055555
IMAG0559.JPG,,,,86076.5,38.56466301388889
IMAG0560.JPG,,,,354501.5,158.82651926388888
IMAG0561.JPG,,,,370343.5,165.92417531944443
IMAG0562.JPG,,,,345676.0,154.8724501111111
IMAG0563.JPG,,,,240948.0,107.951397
IMAG0564.JPG,,,,74832.5,33.527038680555556
IMAG0565.JPG,,,,248847.5,111.49059243055555
IMAG0566.JPG,,,,92132.0,41.27769522222222
IMAG0567.JPG,,,,230152.0,103.11448911111111
IMAG0568.JPG,,,,76554.0,34.2983185
IMAG0569.JPG,,,,179509.5,80.425242375
IMAG0570.JPG,,,,64659.5,28.96925209722222
IMAG0571.JPG,,,,1072582.5,480.54675395833334
IMAG0572.JPG,,,,231877.5,103.88756104166666
IMAG0573.JPG,,,,90110.0,40.371783055555554
IMAG0574.JPG,,,,310344.0,139.04273266666667
IMAG0575.JPG,,,,85705.0,38.39822069444445
IMAG0576.JPG,,,,282322.5,126.48832229166666
IMAG0577.JPG,,,,83000.5,37.186529569444446
IMAG0578.JPG,,,,254985.5,114.24058693055555
IMAG0579.JPG,,,,63671.0,28.526376638888888
IMAG0580.JPG,,,,242572.0,108.67899411111111
IMAG0581.JPG,,,,69604.5,31.184749458333332
pink_test.JPG,,,,0,0.0
IMAG0214.JPG,,,,68511.5,30.695055097222223
IMAG0215.JPG,,,,78116.0,34.99813788888889
IMAG0216.JPG,,,,81567.5,36.544505763888885
IMAG0217.JPG,,,,53290.5,23.875624291666668
IMAG0218.JPG,,,,119471.5,53.52655065277778
IMAG0219.JPG,,,,77748.0,34.83326366666667
IMAG0220.JPG,,,,191433.0,85.76730158333334
